name,price,description,image_urls
Gold Maroon Kundan Floral Necklace Set,2250,Pepper your festive look with the grandeur of this imposing goldplated maroon kundan necklace set It features alternating floral and square shaped kundan pieces on a single layer choker necklace along with complementing earrings   Style Tip Pair the set with an offshoulder neckline Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique  ,"https://img.faballey.com/images/Product/ZNS00058/d3.jpg,https://img.faballey.com/images/Product/ZNS00058/d4.jpg,https://img.faballey.com/images/Product/ZNS00058/d5.jpg,https://img.faballey.com/images/Product/ZNS00058/d6.jpg"
Gold Kundan Blue Bead Earring Necklace Set,1750,This statement kundan and blue bead set is what dream treasure troves are made of Features a double blue bead string necklace with kundan drops and matching earring   Style Tip Keep the outfit light to work the look right,"https://img.faballey.com/images/Product/ZNS00041/d3.jpg,https://img.faballey.com/images/Product/ZNS00041/d4.jpg,https://img.faballey.com/images/Product/ZNS00041/d5.jpg,https://img.faballey.com/images/Product/ZNS00041/d6.jpg"
Dual Gold Kundan Green Bead Earring Necklace Set,1750,Color  Gold White Pastel Pink AquaComposition  Alloy Glass Beads Closure Dori,"https://img.faballey.com/images/Product/ZNS00055/d3.jpg,https://img.faballey.com/images/Product/ZNS00055/d4.jpg,https://img.faballey.com/images/Product/ZNS00055/d5.jpg,https://img.faballey.com/images/Product/ZNS00055/d6.jpg"
Multi Gold Kundan Red Meena Beaded Earring Necklace Set,1750,Color  Gold White RedComposition  Alloy Glass Beads Feature  Meenakari WorkClosure Dori,"https://img.faballey.com/images/Product/ZNS00057/d3.jpg,https://img.faballey.com/images/Product/ZNS00057/d4.jpg,https://img.faballey.com/images/Product/ZNS00057/d5.jpg,https://img.faballey.com/images/Product/ZNS00057/d6.jpg"
White Blue Diamond Drop String Earring Necklace Set,2875,Color  Gold White Blue Composition  Alloy Stone Closure Lobster Clasp Push Back,"https://img.faballey.com/images/Product/ZNS00031/d3.jpg,https://img.faballey.com/images/Product/ZNS00031/d4.jpg,https://img.faballey.com/images/Product/ZNS00031/d5.jpg,https://img.faballey.com/images/Product/ZNS00031/d6.jpg"
Gold Kundan Mangtika Earring Necklace Set,3500,Color Gold White  Composition Alloy Glass Pearl  Closure  Dori Push Back Hook Length  30 Mm,"https://img.faballey.com/images/Product/ZNS00002/d3.jpg,https://img.faballey.com/images/Product/ZNS00002/d4.jpg,https://img.faballey.com/images/Product/ZNS00002/d5.jpg,https://img.faballey.com/images/Product/ZNS00002/d6.jpg,https://img.faballey.com/images/Product/ZNS00002/d7.jpg"
Gold Leaf Kundan Double Pearl Earrings Necklace Set,1750,Color  Gold WhiteComposition  Alloy Glass Pearl Closure DoriLength  120 Mm,"https://img.faballey.com/images/Product/ZNS00045/d3.jpg,https://img.faballey.com/images/Product/ZNS00045/d4.jpg,https://img.faballey.com/images/Product/ZNS00045/d5.jpg,https://img.faballey.com/images/Product/ZNS00045/d6.jpg"
White Blue Diamond Earring Pendant Necklace Set,2625,Color  White Blue Composition  Alloy Stone Closure Lobster ClaspLength  30 Mm,"https://img.faballey.com/images/Product/ZNS00011/d3.jpg,https://img.faballey.com/images/Product/ZNS00011/d4.jpg,https://img.faballey.com/images/Product/ZNS00011/d5.jpg,https://img.faballey.com/images/Product/ZNS00011/d6.jpg"
Gold Kundan Tukdi Earring Necklace Set,2500,Color  Gold WhiteComposition  Alloy Glass Pearl Features  Enamel DetailClosure Dori Push BackLength  20 Mm,"https://img.faballey.com/images/Product/ZNS00007/d3.jpg,https://img.faballey.com/images/Product/ZNS00007/d4.jpg,https://img.faballey.com/images/Product/ZNS00007/d5.jpg,https://img.faballey.com/images/Product/ZNS00007/d6.jpg"
Gold Kundan Green Drop Double Orb Earring Necklace Set,2250,Glam up this festive season with this stunning double layered kundan set Features a double layered kundan necklace with green drop beads and matching earrings   Style Tip  Style your hair in starlet waves to complement the elegance of the set,"https://img.faballey.com/images/Product/ZNS00038/d3.jpg,https://img.faballey.com/images/Product/ZNS00038/d4.jpg,https://img.faballey.com/images/Product/ZNS00038/d5.jpg,https://img.faballey.com/images/Product/ZNS00038/d6.jpg"
Dual Toned Oxidized Triangular Earrings Necklace Set,1900,Color Gold Silver Blue  Composition Alloy  Closure Lobster Clasp Length  330 Mm,"https://img.faballey.com/images/Product/ZNS00020/d3.jpg,https://img.faballey.com/images/Product/ZNS00020/d4.jpg,https://img.faballey.com/images/Product/ZNS00020/d5.jpg,https://img.faballey.com/images/Product/ZNS00020/d6.jpg,https://img.faballey.com/images/Product/ZNS00020/d8.jpg"
Green Bead Kundan Earring Necklace Set,1750,Color  Gold White GreenComposition  Alloy Glass Beads Closure Dori,"https://img.faballey.com/images/Product/ZNS00043/d3.jpg,https://img.faballey.com/images/Product/ZNS00043/d4.jpg,https://img.faballey.com/images/Product/ZNS00043/d5.jpg,https://img.faballey.com/images/Product/ZNS00043/d6.jpg"
Green Enamal Kundan Petal Earring Necklace Set,1750,Color  Gold White Green Red Composition  Brass Glass Stone Feature Meenakari Work Enamel Detail Closure Lobster Clasp Push BackLength  20 Mm,"https://img.faballey.com/images/Product/ZNS00024/d3.jpg,https://img.faballey.com/images/Product/ZNS00024/d4.jpg,https://img.faballey.com/images/Product/ZNS00024/d5.jpg,https://img.faballey.com/images/Product/ZNS00024/d6.jpg"
Gold Kundan Pearl Drop Earring Necklace Set,1750,Color  Gold White RedComposition  Alloy Glass Pearl Closure Dori Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZNS00040/d3.jpg,https://img.faballey.com/images/Product/ZNS00040/d4.jpg,https://img.faballey.com/images/Product/ZNS00040/d5.jpg,https://img.faballey.com/images/Product/ZNS00040/d6.jpg"
Gold Kundan Red White Bead Earrimg Necklace Set,1750,Color  Gold White RedComposition  Alloy Glass Beads PearlClosure DoriLength  30 Mm,"https://img.faballey.com/images/Product/ZNS00036/d3.jpg,https://img.faballey.com/images/Product/ZNS00036/d4.jpg,https://img.faballey.com/images/Product/ZNS00036/d5.jpg,https://img.faballey.com/images/Product/ZNS00036/d6.jpg"
Gold Kundan Single Orb Earring Necklace Set,2900,Minimal classy and evergreen this kundan set features a sleek single kundan studded string and matching drop earrings   Style Tip Pair this set with a crisp white shirt and statement pants for that perfect fusion look,"https://img.faballey.com/images/Product/ZNS00010/d3.jpg,https://img.faballey.com/images/Product/ZNS00010/d4.jpg,https://img.faballey.com/images/Product/ZNS00010/d5.jpg,https://img.faballey.com/images/Product/ZNS00010/d6.jpg"
Gold Bead Cluster Earring Neckace Set,1800,Color  Gold WhiteComposition  Alloy Beads Closure DoriLength  200 Mm,"https://img.faballey.com/images/Product/ZNS00034/d3.jpg,https://img.faballey.com/images/Product/ZNS00034/d4.jpg,https://img.faballey.com/images/Product/ZNS00034/d5.jpg,https://img.faballey.com/images/Product/ZNS00034/d6.jpg"
Gold Red Kundan Bead Earring Necklace Set,1600,Color Gold White Red Composition Alloy Glass Beads Closure Dori Push BackLength  30 Mm,"https://img.faballey.com/images/Product/ZNS00003/d3.jpg,https://img.faballey.com/images/Product/ZNS00003/d4.jpg,https://img.faballey.com/images/Product/ZNS00003/d5.jpg,https://img.faballey.com/images/Product/ZNS00003/d6.jpg"
White Diamond Aqua Drop Earring Necklace Set,2450,Color  Gold White Aqua Composition  Alloy Stone Closure Lobster Clasp Push BackLength  20 Mm,"https://img.faballey.com/images/Product/ZNS00013/d3.jpg,https://img.faballey.com/images/Product/ZNS00013/d4.jpg,https://img.faballey.com/images/Product/ZNS00013/d5.jpg,https://img.faballey.com/images/Product/ZNS00013/d6.jpg"
Blue Bead Kundan Earring Necklace Set,1750,Color  Gold White BlueComposition  Alloy Glass Beads Closure  Dori,"https://img.faballey.com/images/Product/ZNS00050/d3.jpg,https://img.faballey.com/images/Product/ZNS00050/d4.jpg,https://img.faballey.com/images/Product/ZNS00050/d5.jpg,https://img.faballey.com/images/Product/ZNS00050/d6.jpg"
Gold Kundan Cascade Earring Necklace Set,2250,Color  Gold WhiteComposition  Alloy Glass Pearl Beads Closure DoriLength  30 Mm,"https://img.faballey.com/images/Product/ZNS00039/d3.jpg,https://img.faballey.com/images/Product/ZNS00039/d4.jpg,https://img.faballey.com/images/Product/ZNS00039/d5.jpg,https://img.faballey.com/images/Product/ZNS00039/d6.jpg"
Gold Round Kundan Pearl Earring Necklace Set,1750,Color  Gold WhiteComposition  Alloy Glass Pearl Closure DoriLength  30 Mm,"https://img.faballey.com/images/Product/ZNS00035/d3.jpg,https://img.faballey.com/images/Product/ZNS00035/d4.jpg,https://img.faballey.com/images/Product/ZNS00035/d5.jpg,https://img.faballey.com/images/Product/ZNS00035/d6.jpg"
Rose Gold Plated Crystal Necklace Set,2450,Give your festive look a magnificent feel with this rose gold plated necklace set Crafted in a square shape and encrusted with CZ diamonds this necklace set is one of a kind piece to have and cherish   Style Tip Pair the necklace set with a cocktail sari and complete the look with subtle makeup   Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size color and shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique,"https://img.faballey.com/images/Product/ZNS00064/d3.jpg,https://img.faballey.com/images/Product/ZNS00064/d4.jpg,https://img.faballey.com/images/Product/ZNS00064/d5.jpg,https://img.faballey.com/images/Product/ZNS00064/d6.jpg"
Gold Textured Contemporary Choker Necklace Set,1100,Type Necklace set  Color Gold  Composition Brass  Textured Finish Closure Chain with clasp  Length  120 Mm,"https://img.faballey.com/images/Product/ZNS00070/d3.jpg,https://img.faballey.com/images/Product/ZNS00070/d4.jpg,https://img.faballey.com/images/Product/ZNS00070/d5.jpg,https://img.faballey.com/images/Product/ZNS00070/d6.jpg"
Silver Oxidized Green Stone Star Earring Necklace Set,1750,Color Gold Silver Green  Composition Alloy Stone  Closure Lobster Clasp Length  330 Mm,"https://img.faballey.com/images/Product/ZNS00021/d3.jpg,https://img.faballey.com/images/Product/ZNS00021/d4.jpg,https://img.faballey.com/images/Product/ZNS00021/d5.jpg,https://img.faballey.com/images/Product/ZNS00021/d6.jpg,https://img.faballey.com/images/Product/ZNS00021/d8.jpg"
Gold Kundan Multi Pearl String Earring Necklace Set,2000,Color  Gold White OffWhiteComposition  Alloy Glass Beads Closure Dori,"https://img.faballey.com/images/Product/ZNS00048/d3.jpg,https://img.faballey.com/images/Product/ZNS00048/d4.jpg,https://img.faballey.com/images/Product/ZNS00048/d5.jpg,https://img.faballey.com/images/Product/ZNS00048/d6.jpg"
Gold Kundan Earring Pearl String Pendant Necklace Set,1500,Color  Gold WhiteComposition  Alloy Glass Pearl Closure Dori Push BackLength  19 Mm,"https://img.faballey.com/images/Product/ZNS00008/d3.jpg,https://img.faballey.com/images/Product/ZNS00008/d4.jpg,https://img.faballey.com/images/Product/ZNS00008/d5.jpg,https://img.faballey.com/images/Product/ZNS00008/d6.jpg"
Gold Kundan Pearl Earring Necklace Set,2375,Color  Gold White OffWhiteComposition  Alloy Glass Beads Closure Dori,"https://img.faballey.com/images/Product/ZNS00044/d3.jpg,https://img.faballey.com/images/Product/ZNS00044/d4.jpg,https://img.faballey.com/images/Product/ZNS00044/d5.jpg,https://img.faballey.com/images/Product/ZNS00044/d6.jpg"
Gold Kundan Blue Bead Pearl Earring Necklace Set,1750,Color  Gold White GreenComposition  Alloy Glass Beads Pearl Closure DoriLength  140 Mm,"https://img.faballey.com/images/Product/ZNS00042/d3.jpg,https://img.faballey.com/images/Product/ZNS00042/d4.jpg,https://img.faballey.com/images/Product/ZNS00042/d5.jpg,https://img.faballey.com/images/Product/ZNS00042/d6.jpg"
Dual Gold Kundan Pearl Earring Necklace Set,2000,Color  Gold White RedComposition  Alloy Glass Beads Pearl Feature  Meenakari WorkClosure Dori,"https://img.faballey.com/images/Product/ZNS00056/d3.jpg,https://img.faballey.com/images/Product/ZNS00056/d4.jpg,https://img.faballey.com/images/Product/ZNS00056/d5.jpg,https://img.faballey.com/images/Product/ZNS00056/d6.jpg"
Gold Kundan Green Drop Pearl Earring Necklace Set,1750,Color  Gold White GreenComposition  Alloy Glass Beads Pearl Closure DoriLength  160 Mm,"https://img.faballey.com/images/Product/ZNS00047/d3.jpg,https://img.faballey.com/images/Product/ZNS00047/d4.jpg,https://img.faballey.com/images/Product/ZNS00047/d5.jpg,https://img.faballey.com/images/Product/ZNS00047/d6.jpg"
White Diamond Floral Bunch Earring Necklace Set,2750,Color  WhiteComposition  Alloy Stone Closure Lobster Clasp,"https://img.faballey.com/images/Product/ZNS00032/d3.jpg,https://img.faballey.com/images/Product/ZNS00032/d4.jpg,https://img.faballey.com/images/Product/ZNS00032/d5.jpg,https://img.faballey.com/images/Product/ZNS00032/d6.jpg,https://img.faballey.com/images/Product/ZNS00032/d7.jpg"
Gold Kundan Red Drop Meena Earring Necklace Set,2250,Color  Gold White RedComposition  Alloy Glass Beads Feature  Meenakari WorkClosure Dori,"https://img.faballey.com/images/Product/ZNS00054/d3.jpg,https://img.faballey.com/images/Product/ZNS00054/d4.jpg,https://img.faballey.com/images/Product/ZNS00054/d5.jpg,https://img.faballey.com/images/Product/ZNS00054/d6.jpg"
Gold Kundan Pear Dainty Drop Earrings Necklace Set,1750,Color  Gold White Composition  Alloy Glass Beads Pearl Closure Dori,"https://img.faballey.com/images/Product/ZNS00046/d3.jpg,https://img.faballey.com/images/Product/ZNS00046/d4.jpg,https://img.faballey.com/images/Product/ZNS00046/d5.jpg,https://img.faballey.com/images/Product/ZNS00046/d6.jpg"
Gold Kundan Dual Pearl Earring Necklace Set,2000,Color  Gold WhiteComposition  Alloy Glass PearlClosure Dori,"https://img.faballey.com/images/Product/ZNS00052/d3.jpg,https://img.faballey.com/images/Product/ZNS00052/d4.jpg,https://img.faballey.com/images/Product/ZNS00052/d5.jpg,https://img.faballey.com/images/Product/ZNS00052/d6.jpg"
Gold Kundan Multicolor Stone Earring Necklace Set,2000,Color  Gold White MulticolorComposition  Alloy Glass Beads Feature  Meenakari WorkClosure Dori,"https://img.faballey.com/images/Product/ZNS00053/d3.jpg,https://img.faballey.com/images/Product/ZNS00053/d4.jpg,https://img.faballey.com/images/Product/ZNS00053/d5.jpg,https://img.faballey.com/images/Product/ZNS00053/d6.jpg"
Gold Green Kundan Bead Drop Earring Necklace Set,3750,Glam up this festive season with this stunner of a gold plated kundan set Features a layered kundan necklace with a green drop along with matching dangler earrings   Style Tip Pair the set with a offshoulder blouse,"https://img.faballey.com/images/Product/ZNS00018/d3.jpg,https://img.faballey.com/images/Product/ZNS00018/d4.jpg,https://img.faballey.com/images/Product/ZNS00018/d5.jpg,https://img.faballey.com/images/Product/ZNS00018/d6.jpg"
Gold Kundan Aqua Stone Floral Pendant Necklace Set,1475,Make a striking statement at the next cocktaildo with this goldplated kundan pendant necklace set The pendant crafted with a long aqua blue stone and a kundan encrusted floral motif comes with kundan floral stud earrings   Style Tip Complete the look with an aqua blue cocktail ring Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique  ,"https://img.faballey.com/images/Product/ZNS00062/d3.jpg,https://img.faballey.com/images/Product/ZNS00062/d4.jpg,https://img.faballey.com/images/Product/ZNS00062/d5.jpg,https://img.faballey.com/images/Product/ZNS00062/d6.jpg,https://img.faballey.com/images/Product/ZNS00062/d7.jpg"
Gold Kundan Green Bead String Earring Necklace Set,2000,Color  Gold White GreenComposition  Alloy Glass Beads Closure Dori,"https://img.faballey.com/images/Product/ZNS00049/d3.jpg,https://img.faballey.com/images/Product/ZNS00049/d4.jpg,https://img.faballey.com/images/Product/ZNS00049/d5.jpg,https://img.faballey.com/images/Product/ZNS00049/d6.jpg"
Gold Orb Kundan Double Pearl Earrings Necklace Set,1750,Color  Gold WhiteComposition  Alloy Glass Pearl Closure DoriLength  120 Mm,"https://img.faballey.com/images/Product/ZNS00051/d3.jpg,https://img.faballey.com/images/Product/ZNS00051/d4.jpg,https://img.faballey.com/images/Product/ZNS00051/d5.jpg,https://img.faballey.com/images/Product/ZNS00051/d6.jpg"
Gold Green Kundan Floral Pendant Necklace Set,2100,Traditional kundan pieces get a strikingly glamorous update with this goldplated floral pendant necklace set The set features a floral pendant and stud earrings crafted with a beautiful mix of kundan green beads and small crystals   Style Tip Pair the set with a touchneck blouse Disclaimer Our jewelry is handcrafted using natural stones which inherently vary in size colour and Shape due to which the product you receive may be slightly different from what is shown There may be natural blemishes in the stones that are not product flaws but in fact are what make your piece unique  ,"https://img.faballey.com/images/Product/ZNS00063/d3.jpg,https://img.faballey.com/images/Product/ZNS00063/d4.jpg,https://img.faballey.com/images/Product/ZNS00063/d5.jpg,https://img.faballey.com/images/Product/ZNS00063/d6.jpg,https://img.faballey.com/images/Product/ZNS00063/d7.jpg"
Gold Kundan Pearl Drop Earring Necklace Set,2375,Color  Gold WhiteComposition  Alloy Glass Pearl Closure Dori Push BackLength  20 Mm,"https://img.faballey.com/images/Product/ZNS00017/d3.jpg,https://img.faballey.com/images/Product/ZNS00017/d4.jpg,https://img.faballey.com/images/Product/ZNS00017/d5.jpg,https://img.faballey.com/images/Product/ZNS00017/d6.jpg"
